review_title	review_content	movie_rating
 Love it. 	This was a breathtaking dramatisation of the horrors and chaos following a nuclear power plant disaster. It was 6 hours spanned over 5 weeks and compulsive viewing. Every programme in this series rattled my conscience in a way that few have in the past. Like so many people, I thought I had a fairly good idea of what happened following this nuclear power plant tragedy in 1986. But, on reflection, after watching this series, I realize I didn't.The set depicting the Soviet Union at that time, the cast of actors playing the main characters, and very realistically portrayed.	7
 Good, but not living up to its aspirations 	The story the miniseries covers could not be more compelling or terrifying. The series captures the dread and terror very well and is certainly compelling cinema. However, even accounting for some artistic liberties, an accurate turn by turn depiction of events it is not. If one reads the gripping accounts of historical events, such as Grigori Medvedev - The Truth About Chernobyl or Adam Higgiinbotham - Midnight In Chernobyl and watches original footage of the aftermath, as in the excellent documentary The Battle for Chernobyl, it becomes clear that the depictions are far, far away from historical accuracy. That may or may not matter to you, but it does for me. Much more so as it was billed as historically accurate. Soviet leadership was in the dark during the early hours, as local leadership deliberately downplayed the magnitude of what happened. The incompetence, the stalling, the disbelief and denial by those who were on site, all swept under the rug. Even though BBC's Seconds from Disaster docudrama had given a blueprint, which - oddly enough - the miniseries references in specific cinematic moments. There are scenes where the cinematography conveys in pictures a stylized version of the primal fears instilled in us of deadly radiation, but it tends to revel in these moments too much. The look on the firefighter's face gazing into the inferno, the general in his chemical warfare suit being decontaminated, the ridiculous plume above the reactor (it wasn't dense black smoke but an innocent looking thin white smoke wafting over the reactor). Sometimes the seemingly innocent looking surroundings of a beautiful and unusually warm spring surrounding radiation fields that could kill a human within a minute is more terrifying. Sometimes, less is more. It is this almost cartoonish exaggeration that bothers me the most.	7
 masterpiece of film but a horrifying propaganda piece spreading misinformation and fearmongering 	The HBO miniseries Chernobyl presents an indulging tale of drama and horror. The first episode (of five in total) especially gripped me with its consistently building tension. The episodes were well paced, the acting phenomenal and the cinematography stunning. So overall I can only recommend it to everyone. It was long since I enjoyed watching a series as much as I liked watching Chernobyl. And it led me to investigate more about the accident and its fallout.Doing so however led me to discover that the miniseries, in retrospect, has a huge amount of fearmongering in it. This reaches from exaggerations to blatant misinformation about the situation. Now normally if a show is not as accurate, it wouldn't be a big deal. A short version of history that also wants to be compelling is bound to bend the truth at least a little here and there. You know, the cost of truthfulness have to be paid in order to have a narratively cohesive work of art that tries to capture people and not bore them to death. Normally everyone understands that, I think, however the HBO's miniseries Chernobyl has such a high production value and paid a lot of attention to detail many people believe that the miniseries presents a well-informed unbiased view of the events, which in fact it does not. There are many things wrong in this series which all seem to go into the direction of making the disaster and nuclear energy look worse (so it doesnt just randomly gets things wrong here or there but it seems more deliberate), which lead to people being misinformed about radiation and Chernobyl, which consequently can lead to many people making bad decisions for their lives and others.These claims are for example: misreporting the actual death counts, stating unverified stories as fact (the bridge of death), stating physically impossible speculation as fact (the molten core thermos nuclear explosion), exaggerating the effects radiation has on the human body, misinformation about ARS( these kinds of untruths of unborn babies getting "infected" actually led to approx. 1 million unnecessary abortion in Europe after the Chernobyl accident and many children without parents suffering from ARS were rejected by society because people believed that they could "spread" their illness), not actually understanding how the nuclear reactor of Chernobyl works (their whole demonstration with the control rods and the reason they think the control rods are designed like that is utterly uninformed) and basically not giving any perspective of the situation but only focusing on the individuals that suffers (would you have guessed that 106 out of 134 first responders who got acute radiation sickness (ARS) survived it and some are still living to this day?).As you can see, some of the believes that the HBO miniseries teaches can be quite harmful and are solely based on unscientific fear about radiation and nuclear power. Not to mention that the rejection of nuclear power today (which is one of the cleanest, safest, cheapest and best energy sources) and the consequent use of coal and gas, prolongs the reduction of carbon gases and will lead to a larger fallout of global warming, which is part due to propaganda pieces such as this.So in conclusion the HBO Chernobyl series is a masterpiece of film but a horrifying propaganda piece which probably leads to opinions and believes that hurt people much more than the actually Chernobyl disaster ever could.	7
 Political but entertaining.. 	If you love thrill then there is no,if you love mystery there is little but if you love emotional drama then you should watch it.Season goes very smooth with good direction and acting and with very realistic effects.Watched it because it was highly rated and due to recomendation by friends,though series is entertaining but historical accuracy is way lesser than people expect.	7
 Unsurprinsgly grim and difficult to stomach, yet still wholly captivating 	This series is timely for many reasons, and I personally found it captivating. For those of us (from afar) who lived through the events via media, this was a very black & white story at the coalface of what happened. It's honest, despite the difficulty of the subject matter & themes, and it will not be a series that some will be able to make it all the way through.Short at five episodes, it's balanced correctly the length to tell the story of the disaster, the impact on the victims, the survivors, the apparatics, the scientists and so on. The acting is phenomenally good, but also so is the direction. There are also some incredible stand out scenes which I'm sure certain big name directors are wishing they'd have done it first.Very educational and very intelligent. The producers deserve a lot of credit for their part and courage to create this without resorting to any cliche. A fine series and one that will be oft watched for many years to come.	7
 Holded me back 	I have to say this show has me enticed and gripped in cast, storyline and atmosphere. Brilliantly portrayed from an obviously unsettling incident. Not many series has me gripped, only gravitate towards series that sturs something inside, like Game of Thrones, Breaking bad, Sons of Anarchy, Vikings. I put this is in that catergory, as those shows because it has such a powerful storyline and it grips onto that fascination deep inside. It leaves you so gripped that you long to find out what happens in next episode. Love the atmospheric soundtrack by the way. To cover one point made as a criticism by others..i think its perfect how it is..yes the actors have a strong English accent..but i think you would find if those cast members tried desperately hard to put on a russian accent there would be even thicker criticism. I am going to highly recommend this to family and friends, as they know i will always recommend epic shows. An amazing series i think deserves high praise for brilliance.	7
 What happened at Chernobyl: a tragic and harrowing tale 	A concise yet poignant mini-series, Chernobyl is a dramatized account of the Chernobyl nuclear disaster of 1986. It covers the events leading up to the reactor explosion, the immediate aftermath and relief efforts, the long-term adverse impacts as well as the post-accident fault-finding and finger-pointing.The show's biggest strength is its ability to focus on the human elements of the calamity while also distilling technical concepts to a level understandable to general audiences. Some creative and artistic liberties have been taken but the narrative is largely kept true to the facts; the depiction of the bureaucracy and secrecy so characteristic of the Soviet Union is especially notable. Despite having relatively short screen times, the characters are compelling thanks to the writing and acting. And the cinematography, the editing, the score and soundtrack, the directing ... all of these are phenomenal at creating scenes so full of tension and dread.Personally, I wish the content had been presented in a chronological order instead of leaving a lot of the backstory to be shown during the trial deposition in the last episode. I also contend that there were better means to portray the cost of the tragedy than by briefly introducing new characters engaged in "animal control" or by inventing a pregnant firefighter's wife. Additionally, inclusion of schematics or diagrams may have been beneficial to illustrate scientific principles and demonstrate the feasibility (or lack thereof) of proposed containment measures.Despite these criticisms, Chernobyl is a gripping and insightful piece about a terrible catastrophe whose harmful effects remain very much in evidence. The show's fidelity to reality and its excellent production quality are instrumental in its consideration as one of the best mini-series of all time.	7
 Reality check 	Felt compelled to write a review after seeing all the fuss about it being the "highest rated tv show". First point - the source material. It's not original so cannot be compared to original works like breaking bad, soprano's, the wire etc. It's a retelling of historical events. Hardly a creative masterpiece. Think about it people. Second point - it's five episodes. Sustain it for 5 seasons and we'll talk about "best tv show ever". Third - Yes, the accents. Seriously? And people rave about it being authentic. Fourth - being 5 episodes, character development takes a hit. Can't say I was emotionally attached to any character. I should have been (given the severity of what was going on) but yet I wasn't. Biggest "feels" were for the old lady in the barn when her cow got shot.As a mini-series, it's fine. A good watch, nicely shot if a little slow-paced. But don't fall for the hype. For the people rating it 10/10 - have a word with yourselves please.	7
 A must seen series 	I have some issues with the series..mostly the script and the pace, but really it doesn't matter. It is a good production with stellar cast and it fulfills its purpose well, which is to tell the story of the Chernobyl accident. Sure, most of us in Europe over 40y we know what happened, most of the things shown in this series didn't surprise us. However next generations or people around the world don't know and they must learn what happened there. They must learn about the dangers of nuclear power but most of all about the danger of a government (or corporate in other parts of the world) trying to build cheap reactors or hide the truth from people without any respect for human life or/and the environment. My only complain is that I feel they should had devoted more time to the liquidators and to the impact the accident had to the lives of millions in the following years.extra credits for the amazing music..	7
 Great doco style but lacks depth 	Whilst the series is highly engaging in the early episodes they never really develop the characters and we never understand their motives or emotions. Also, whilst they spend the last episode explaining the technical aspects of the possible causes we really don't get all the sub plots and motivations, both during the actual event and in the review of it many years later.The casting, sets, cinematography, styling etc is excellent! My only gripe is that I would have preferred Russian audio with subtitles to really create a feeling of authenticity.Bottom line is that the series is interesting and very realistic but it serves as great documentary rather than engaging and relatable dramatic entertainment.	7
 Should of used Russian speaking actors 	I'm sorry guys. This would have been so much better if they used Russian actors with subtitles. I am struggling to get past the actors with English accents. It's ruining it for me.	7
 2019 propaganda 	This show is in no way a 9/10. I dont know exactly how these things work but there is a certain machine that makes some shows and some movies on the front row of the media attention, especially on the social media then. I dont know how it starts, maybe with a good trailer. After that someone pays someone to write a good review in an esteemed magazine or website and then the youtubers take it over, having read about it in that magazine, it must be that amazing..so they go on and make videos about how the show is amazing (bet many of them didnt even watch it). Next step is comment section: the fans of the youtubers ofc blindly just accept the review of their favorite and write positive comments. And in no time you have the whole internet infected with something that isnt true at all, or very little so. I think I just answered my own question. Nice. Anyway, about the actual show: its ok, average. I prefer to watch Project blue book over this one any time. Chernobyl is watchable. No way it deserves more than 6. No way.	7
 Emotionally drained... 	I'm Russian, my father went to Chernobyl as a physicist quite a while after the explosion (a few years). However, he is still shocked of what he has seen over there. I think he will love this TV series...Anyway, I want to say that this is incredible. I've seen just two episodes and I can't find words to describe how emotionally deep is this film... The details of the Soviet life that are shown in this TV series are incredible. I can't imagine how hard was it to get to this level. It must have been a deep research with tons of interviews. Besides the details, the filmmaking and the music - absolutely unbelievable. Thank you for this. This is one of the best things I've ever seen in my life.	8
 Vichnaya Pamyat 	In the Ukrainian language, "Vichnaya Pamyat", means "eternal memory". I was surpriced, that showrunners, named last episode in transliteration, surpriced in good way. It reminds me my school years, my first school show, in 6th grade - about Chernobyl. I was stunned, back then. Every time I read, or watch, or listen about Chernobyl, I got emotional, just because I was young and also, because I was young, I didn't understand everything that happened in 1986. And last episode just reminds me why I should. For memory, for "pamyat".And I'm thankfull to watch this. Because we still, living in the world, or better say "part of world", where truth is nothing more than a word. Yesterday, 5 years old little boy, Ukrainian boy, died in clinic. He died because of two drunk policemen (and probably because of 14 years old son, of one of these cops) who had fun and kiled him with their gun. And you know what? The gun is oddly "disappered" and these mureders could get away with. But not this time, people won't let it happen. So you're wondering now, why I wrote about this kid? Because suffering. Common people always suffering because of authority. Like today, like 33 years ago. Same. But in some day, it will be changed. I believe in it. We will come for them, for every of them and they will pay. And the only way is - to remember. Remember everything, every insult, every tragedy and fight for the truth! That's how I felt when I ended up watching it, with much gratitude for those, who fought then, who gave me the opportunity to live freedom, healthy and I will remember it.	8
 amazing 	Good.This show is scary and awesome. The first two episodes especially are absolutely brilliant, and terrifying. There is a lot to love here. Easily one of the highest quality tv shows ever made.	8
 Great 	Outstanding direction, script, score, photography, production. Most of the acting is good. There are a couple of licenses here and there, but they're warranted by the dramatic purposes of a 5-hours long show. They explain beautifully what happened. There's an eerie atmosphere over the whole running time, and I watched the first two episodes again right the next day. Kudos. 8.5 stars.	8
 It's going to change the way you look at your governments. 	A must watch mini web series. Great performances. Greatly presented. It will surely give you a chill. It will give you different view of the Unfortunate Chernobyl disaster. You are going to realise what a big human mistake looks like and what it costs. I had heard about Chernobyl right from my childhood but never got such a perspective. The main thing about this series is that it is going to make you give a thought about how and what our governments can do to hide their misdeeds. It will definitely change your attitude towards your respective governments. So please watch.	8
 Solid but ruined by cold war stereotypes and lack of true insight 	While the show is solid, and has some strong points, and some artistic liberties can be granted (English speaking does not really matter, its OK even to introduce a fictional character to represent many scientists), it turns too many times into a western cold-war propaganda caricature that is almost rac ist in its pandering to the worst and most insulting prejudice. Yes, Soviet system was broken, but not in a way they portray. The elite apparatchiks were not some low class bully thugs that threatened to throw an elite academic out of the helicopter (that more accurately portrays US marines dealing with some captured Vietcong soldiers, but can you imagine USA secretary of energy threatening Feynman during Challenger investigations in such a way - well, notwithstanding Soviet corruption, neither it was realistic in the Soviet system). The incompetence of the Soviet people was way overstated, some key plot points are insultingly invented. While the reality of the problems in Soviet Union were perhaps too subtle for the western audiences and directors and writers of the series (that are obviously marinated in anti-Russian prejudice, that blurred their "vision"), the crudity of the portrayal of the problems that caused the disaster is laughable.Still, the series has some authenticity to it. Decision to portray Soviet living standard in a more realistic way than usual (hence avoid propaganda at least there), as well as some authentic facts that survived the rac ist bias of series' authors almost by accident, are strong points. The series has a sinister feel, though still a bit ruined by some liberties that authors took for entertainment purposes. While falls a bit short of shows like Breaking Bad etc, the series is pretty captivating for all but the dum best of viewers. The killing of pets scenes are hard to watch as are scenes of suffering, but the horrors were based at least on the reality.Hence if taken with a grain of salt, and understanding that many events were plain invented for the purpose of drama and pandering to anti-Russian and anti -Soviet sentiment and bias, on the expense of authenticity, it still does show some sympathy for the ordinary men, and at least makes an effort to give a captivating, if biased and limited by the overwhelming intellectual shortcomings of its authors, account of the events. Worth a watch, but beware of the fake authenticity claims.	8
 An wonderfully crafted piece of TV 	This was so good that I have watched it now more than once.Excellent acting across the board, and the story is well-paced and generally focuses on the most interesting and relevant parts of this incredible story. It manages to balance the facts and scientific explanations very well against the human side of the story, so that the story feels informative, real, emotive and engaging, yet steers clear of excess melodrama (mostly).There was one obvious miss though. I removed one star because of the unnecessarily over-long segment about shooting dogs, which was the only section of this whole drama that I felt was clearly "screen-written". It felt like cheap and totally unnecessary emotional manipulation. You can fast forward this entire section and not miss it at all, which is what I did on my second viewing.In my view, if that entire superfluous section was simply edited out entirely this would be almost perfect television.	8
 Not a documentary 	This was a very good drama, which nonetheless plays pretty fast and loose with some facts in order to build dramatic tension. Which is fine; it's not a documentary. I just hope people don't believe that this is the absolute truth.The book "Midnight in Chernobyl" by Adam Higginbotham, which was released a few months before this show aired, paints a more well rounded (or perhaps complicated) picture.Chernobyl's civil defense chief, Serafim Vorobyev, made clear as early as 3-4 am that the reactor has exploded, something which was confirmed by tests taken by Chernobyl's department of nuclear safety at 8 am. I understand that the way the show portrayed events made for a better drama, but don't take it as absolute truth.In the TV series Dyatlov is an almost cartoonishly evil and incompetent figure and Legasov near saintlike. I understand they had to take some dramatic license, all dramas need their protagonist and antagonist, just don't take it as absolute truth. Judging from the book it's no doubt that Dyatlov was a tough and demanding boss, but not as unfair and willing to lay blame at anyone but himself as in the show. As for Legasov, the speech at the trial never happened. His change of heart seemed to have come from not so much as a radically changed outlook on the Soviet Union and its nuclear power, but it seemingly had more to do with his loss of status as he was viewed as being too entrenched with the ancien régime by a new generation of scientists. Again, it doesn't make for an effective drama so I ac understand why the filmmakers decided to change it. But again, just don't take it as absolute truth.As for the show's Legasov's claim that the flaw inherent in the RBMK reactors would be covered up by the Soviet leadership it doesn't make much sense. By the time the trial began all 15 remaining RMBK reactors had been subjected to an extensive technical refit proposed in a Politburo resolution passed in July 1986. Again, it makes for a compelling drama, just don't take it as absolute truth.A very effective drama, well acted, well constructed. Just don't confuse it for a documentary.	8
 It happened.... 	I watched the second episode, and I may be a grown man of 72 years and it made me cry... My thoughts were with the thousands of people already affected and the fate of those already dying. It is a very powerful show. No one will come out of it unaffected.Nuclear power is NOT something we need to use, not now, not after Chernobyl and Fukushima.... There are NO safeguards when something goes wrong. History has taught us that no matter how prepared we think we are, there will always be the unforeseen. Everyone should watch this terrific piece of history which so far has been well done by HBO. If I could give it a 20, I would, simply for its historical value.	8
 Amazing, but pretty overrated 	This is a pretty nice show, no doubt. It represents very well what happened with amazing cinematography, setting, acting and tense moments. The fact that it's a true story strengthens the dramatic scenes even more. There is not that much propaganda and I liked that very much. I enjoyed it, it was satisfying. What I don't understand is how the hell it is the top rated show of all time. In my opinion it is just a regular show, nothing that special. It is certainly not better than GoT (despite the controversial last season) and Breaking Bad, both of them having plenty of seasons, which are all amazing. That's years of hard work and professionalism. So I think it's such a pitty and extremely unfair that Chernobyl is better than these shows (and so many others) according to the IMDb rating.	8
 amazing 	There's very little not to like herethe cinematography is brilliant....it helps tell a huge chunk of the storythere's a period in the middle where it almost lost me...circling around what it had already established...but it quickly snatches itself out of ityou can't take away nothing from this show....it's marvelous.	8
 The closest one to the truth !! 	HBO's "Chernobyl" is a stunning fictionalised dramatisation of the events that followed after the nuclear power plant disaster in Ukraine, filled with horrors and chaos. Every programme in this series rattled my conscience in a way that few have in the past. By reading Wikipedia & other online articles over the years, I thought to have a fair understanding of the unfortunate events in 1986. But the HBO mini series adds light to a lot of materials which is not available online, thanks to their research. The series offers on platter a very detailed depiction of the nuclear debacle.My heart goes to the people of Pripyat, who were uprooted overnight when a massive exclusion zone was administered to protect others from radioactive contamination and they still cannot return to their homes to this day. There were the thousands of people killed both immediately and over time, as a result of what they call Acute Radiation Syndrome. Being a mini-series, Chernobyl doesn't have a fast paced story and is filled with a lot of slow paced scenes but full credit to the creator Craig Mazin and director Johan Renck in trying to educate the world on the Chernobyl disaster, which is a story waiting to be presented for over 3 decades.Wonderful sets of the power-plant, hospitals, offices and suburbs spoke volumes of the production design team. Costumes of the 1980s were very good but makeup department goofed up in certain places, like the makeup of premier Gorbachev which wasn't that convincing. Screenplay though slow at times eventually made up for its value of content. Chernobyl required an equally apt background score to keep the momentum of the story going, and the show-makers don't disappoint. The music throughout this five-part miniseries is intense and almost ominous. Editing most definitely was not "Chernobyl's" strong suite. Actors did their part just fine with Emily Watson in the role of a Nuclear physicist Ulana Khomyuk was simply outstanding. Jared Harris was terrific in the later episodes. I am sure "Chernobyl" would been much better if the show was entirely made in the local language with English subtitles but I agree marketing the series would have been terribly hard.Yes there are some factual errors and some historical inaccuracies as pointed out by several critics in the media in Russia and the world over. Like for an example There are a lot of people throughout the series who appear to act out of fear of being shot. This is inaccurate: summary executions, or even delayed executions on orders of a single apparatchik, were not a feature of Soviet life after the nineteen-thirties. By and large, Soviet people did what they were told without being threatened with guns or any punishment.But the fact remains that "Chernobyl" though a fictional representation of a real scientific event, aims to get us to understand the science behind that event. Like the best science fiction, it leaves you feeling like you have understood things well but in truth what we understood is very little. Chernobyl both the nuclear power plant disaster and the mini series will be remembered for a long time. Overall a must watch mini series for all age groups. It would have a better effect if binge watched in one single day preferably.	8
 still 	After my second watch this is still one of the best pieces of cinema/tv. Great pacing, great story, great acting. It's just all great. The story does kinda take a nosedive through episodes 3-4, so thats by it gets 8 stars instead of 9.8/10: amazing	8
 Frightening 	This is a truly frightening movie that highlights what happens when government, media and education all espouse the same message and squash all thoughtful and reasoned dissent	8
 Worth watching 	While i was doing my masters degree, it was included in my course and now watching as a tv series i feel it is less descriptive as it is a mini tv series. Talking about this CHERNOBYL - Its all about expert failure(scientists-science) due to the lack of decision making by experts nuclear power plant turns into nuclear bomb and blasts- as a result many people dies in Ukraine as well as in neighbouring countries by its radiation. Its worth watching series especially to those who are doing research can learn many things from it, and also helpful to the science students, social science students and other people to know the history.	8
 Amazing production design and oversimplified story! 	I have read quite a few book about Chernobyl. From 1991 edition of The Truth About Chernobyl by Grigori Medvedev, 2018 Chernobyl & Chernobyl: The History of a Nuclear Catastrophe by Serhii Plokhii, Midnight in Chernobyl by Adam Higginbotham, Voices of Chernobyl by Svetlana Alexevich to amazing Chernobyl: Manual for Survival by Kate Brown. Two of those where used for sure by screen-writer of HBO miniseries during his work on this title. My main conclusion is - life is far more interesting and complicated than fiction. I am not sure why Craig Maizn changed few important facts as first thing, Russians knew about design flaws of RMBK, and they have admitted to this in Vienna conference! There is recording where Legasov is asked by western journalist about flaws in design and answers that this type of reactor is should not be chosen for Chernobyl NPP as it's not safe! Of course he downplayed construction flaws and emphasized errors of the operators, but he didn't lie. They have lied about it, to public inside the Soviet Union - completely opposite as in series! They have chose this type of reactor as it was cheaper to build but they where not fools and lots of figures at Kurchatov knew about various flaws of design, it was game of politics, power and corporate culture (yes corporate culture as soviets where not real communists they where owners of Soviet Union, acting like huge flawed corporation with huge corrupted clerical apparatus. With hundreds of officials, apparatchiks fighting for power and influence and money). Why have they built nuclear power stations Ignalina, Smolensk, Obninsk and the Chernobyl NPP at Ukraine in the first place? Because they where selling gas, oil and high class coal to the western Europe and other countries but still needed power for internal market! HBO Chernobyl starts as good thriller but with every part it looses grip on story and thrills goes in wrong direction to flawed weak finale - naive and simplified so it hurts every thinking person who knows anything about those events! And what is worse they could stic to the facts and still have amazing movie! Why do oversimplify? Maybe its move for US internal market? Where customer is used to simple stories like Russians are to lies of their governments up to this date. But I have to admit that production design, department responsible for stage design costumes and props has done amazing job! Everything looks like it should look! I was born in 1981 in Poland, and I remember bits of this reality they where ecactly like presented in Chernobyl. Those buildings, cars, children school uniforms even shoe bags. Interiors, way they are dressed or even their haircuts! And for this kind of movie it is very important! In Poland we had softer version of regime but still reality looked prerry similar (as in almost every comunist country). I must admit that I am amazed by this, chapeu bas! Good work gus! So, 10 stars for production design, 10 for music, five for screenplay gives us 8,3 score overall. Next time please try harder when it comes to storyline do not simplyfy - real events where realy amazing amd in series you have enough tine to execute the story.	8
 Good but not the best 	The hype about it is much bigger than the quality of Series. Yes, it's very good but not the best.	8
 Why is everyone English??? 	This show is beautifully shot, the makeup is incredible, and the acting is top notch. In particular Stellan Skarsgard and Jared Harris have great chemistry together. But why the hell is everyone English/Western European? Maybe there is a good reason that I don't understand for not having a single Russian or at least Russian sounding actor, but it's hard to take people with posh English accents saying 'comrade' all the time very seriously. It's distracting to have to keep reminding myself that this isn't taking place in London, but communist Russia. Otherwise it's excellent.	8
 Impactful 	Authenticity: They did their research. The props, sets spot on (the burials in lead coffins then immersed in yards of concrete was an impactful image). Filming locations - Lithuania; Ukraine. 300,000 displaced from their homes - none have returned. The only thing lacking they should have used, as well as possible, regional actors w/appropriate languages - not contemporary English. That lack of accuracy made the series seem too staged.Quotes: "The real danger is that if we hear enough lies then we non longer recognize the truth." ...when people ask questions ...they're told to keep their minds on their labors...leave matters to the state." "No one leaves. We cut the phone lines." "When the truth offends, we lie until we can no longer remember..."Impact: The effects of radiation, radioisotopes, so quickly before your eyes, destroying tissues reminded me of Hiroshima, Nagasaki as well as the recent Japanese nuclear power plant tsunami destruction. Fortunately post event cancer rates were not as high as they could have been. But, other stressors had their effect on lifespans.	8
 Must watch 	I remember since i was a kid we were use to talk about chernobyl but to be honest i never understood how exactly happen until now... all the info it´s really well explained, maybe the actors are not stunning but fair enought with the main point of the series which is tell you the real story behind the catastrophe.	8
 Haunting 	This TV series is amazing. Such a realistic portrayal of the events that unfolded during this disaster. There is so much detail in it. The way that the Russian politicians and media are portrayed appears to be spot-on, trying to cover up the disaster even though it was going to kill thousands of people for hundreds of miles. I'm loving this series, each one is more terrifying than the last. But still can't wait for the next.	8
 Great, but not as much as it was hyped 	HBO is not capable of making a bad show. Historically accurate, as much as possible for a five-hour adaptation of one of the greatest catastrophes in history, with excellent photography and sound, good acting, and an atmosphere that the fact that it is a historical event makes even gloomier. And yet, I did not experience it as a cinematic experience, nor did I enjoy it. I was not bored, on the contrary, I was interested in what it had to say and show. But, to compare with literature, I experienced it in the way that a textbook or a scientific publication on a topic that interests you is experienced, and not as a good novel. Emotionally, It didn't touch me nearly as much as a tragedy like this should. Besides, the combination of Russian and English drove me crazy. It would be much more impressive and convincing if the whole thing was filmed in Russian, but even if it was entirely in English, it would be just fine. Combined like this, the series didn't confuse me and I was aware all the time that all the characters were Russians and Ukrainians, but it created a strange divided atmosphere which on some background level was giving the impression of watching Americans save Russians, and that got on my nerves and spoiled the experience.8/10	8
 Awesome 	Loved it strongly recommend. Sure it has some slow parts and unnecessary story lines but still worthy.	8
 #Chernobyl 	Rating - 8.8/10 Review : The behind the scenes drama and horror of the 1986 disaster at the Chernobyl Nuclear Power Plant in Ukraine. A great credit to so many who knowingly gave their lives to save not only Ukraine, but much of Europe from an even greater disaster than anyone could have imagined. What leaves us with a thought is that, is it really the radiation or the negligence and recklessness of humans far more dangerous? This series is slow burning nightmare and well worth watching. #HBO	8
 Maybe took a few liberties filling in the blanks but top notch none the less 	Let's face it folks we are talking about American screenwriter Craig Maizin being the one person responsible for getting it right for what happened with a nuclear accident that occurred on Saturday 26 April 1986, at the No. 4 nuclear reactor in the Chernobyl Nuclear Power Plant, near the city of Pripyat in the north of the Ukrainian SSR and then putting it all together in a five part mini series some 33 years later. I am going to assume that much of the dialogue we observe on screen between the key players is probably conjecture and without much factual evidence to back up the entire story line.Please do not assume I am a non believer because of course the tragedy and its aftermath at the Chernobyl nuclear plant and thousand of square miles away was very real and caused many lives to be either lost or severely damaged.Kudos to the set director(s) for providing their audience with a realistic environment of what most likely happened before and after the Chernobyl disaster. It made us feel the reality of what the plant employees, fire and rescue and victims must have been going through as the disaster evolved.Acting was first rate and the final episode which provided the missing details of what (and who) really caused this preventable tragedy neatly tied up any loose ends for us their audience. As stated earlier I cannot accept all of the actual series dialogue and people as factual such as Professor Ulana Khomyuk to have been singled out as bringing out the truth as the written and rolling explanations provided at the end of the series outlined the liberties that were taken to summarize the catastrophe into this mini series.Well done!	8
 It is hard to overestimate the importance of this show. 	I was born in Ukraine, 1971. Parents - Soviet "intelligentsia": mother was a high school teacher, father - medical doctor in the military. By the time it happened, we lived near one of the strategic nuclear missile site deep in Siberia. Every year, during the summer school break we used to go to Ukraine, where we spent most of vocation. It should have been the same in 1986, but Chernobyl happened. Official info reiterated that there is nothing to worry about, unless you are in the vicinity of reactor itself. But we all had learned to read between the lines and my farther used his military channels to find out EXACTLY what kind of catastrophe was taking place. He had some info from KGB guys themselves. However, he was reassured that Kiev and certain parts of Ukraine was free of the nuclear fallout and the level of the radioactivity was within normal urban level. He was also clearly warned where NOT TO GO under any circumstances: North-West of Ukraine and big part of Belarus was a heavy fall-out zone. They also mentioned some European countries. Needless to say, that nobody else was talking about this on TV. We made a decision not to change our plans for the summer, but keep in mind those warnings.Each of us had DKP-50A - dosimeter that measures the exposure dose of gamma radiation. We checked the data afterwards and all measures were withing normal limits or less. I remember though, that it was restricted to collect mushrooms or wild berries in the forests anywhere in Ukraine. Any dusty environment was considered dangerous. All water wells were sealed with plastic etc etc Mini series exceeded my expectations. Authors put quite an effort to correctly depict intricate details of this catastrophe. As other reviewers already mentioned, I had noticed so far ( 3 episodes) only minor discrepancies in the overall image of the life in the USSR. People, behavior, political relations etc. Example of such a minuscule inaccuracy - officials, let along common folks, didn't use "comrade" as frequently as it might seems from the episodes. It was very formal, official form of addressing. Usually, after first meeting, they addressed each other by the first AND middle name. In the military it was different - "comrade" + rank (as in modern Russia, BTW). I'm looking forward to see the rest. I am thankful to the authors and actors for their job. My deep bow to those who lost their lives and health, saving millions of lives. EVERYONE should watch this show and see for himself the kind of horror that can be unleashed in the nuclear war.	9
